Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s76,Movie,You vs Wild Out Cold,Ben Simms,BearGryllsJasonDerekPrempeh,unknown,"September 14, 2021",2021,TV-G,106 min,Children & Family Movies,After a plane crash leaves Bear with amnesia he must make choices to save the missing pilot and survive in this highstakes interactive adventure,
s77,Tv Show,Yowamushi Pedal,unknown,DaikiYamashitaKohsukeToriumiJunFukushimaHirokiYasumotoShowtaroMorikuboKentaroItoDaisukeKishioYoshitsuguMatsuokaJunichiSuwabeAyakaSuwaMegumiHanTomoakiMaenoTsubasaYonagaTetsuyaKakiharaSatoshiHinoHiroyukiYoshinoAtsushiAbeKojiYusaKoukiMiyataHiroShimonoWataruHatanoYuichiNakamuraKenjiNojimaMamoruMiyanoDaisukeOnoYumaUchidaJunFukuyama,Japan,"September 14, 2021",2013,TV-14,1 Season,"Anime Series, International TV Shows",A timid animeloving teen gets drawn into a school cycling club where his new friends help him face tough challenges to develop his racing talent,
s78,Movie,Little Singham  Black Shadow,Prakash Satam,SumriddhiShuklaJignaBharadwajSonalKaushalNeshmaChemburkarGaneshDivekarAnnamayaVermaAnamayVermaManojPandey,unknown,"September 11, 2021",2021,TV-Y7,48 min,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaals new evil plans Can his inner strength help him defeat the enemy,
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,VijaySethupathiParthibanRaashiKhanna,unknown,"September 11, 2021",2020,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks  until an unexpected new presence begins to interfere with his every crooked move,
s80,Movie,Tughlaq Durbar Telugu,Delhiprasad Deenadayalan,VijaySethupathiParthibanRaashiKhanna,unknown,"September 11, 2021",2021,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks  until an unexpected new presence begins to interfere with his every crooked move,
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,ThomasBrodieSangsterFelicityJonesFreddieHighmorePatrickStewartMeeraSyalSanjeevBhaskarNonsoAnozie,unknown,"September 10, 2021",2021,TV-Y7,93 min,Children & Family Movies,When his home is threatened by humans a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free,
s82,Movie,Kate,Cedric NicolasTroyan,MaryElizabethWinsteadJunKunimuraWoodyHarrelsonTadanobuAsanoMiyaviMichielHuismanMikuMartineau,United States,"September 10, 2021",2021,R,106 min,Action & Adventure,Slipped a fatal poison on her final job a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge,
s83,Tv Show,Lucifer,unknown,TomEllisLaurenGermanKevinAlejandroDBWoodsideLesleyAnnBrandtScarlettEstevezRachaelHarrisAimeeGarciaTriciaHelferTomWellingJeremiahWBirkettPejVahdatMichaelGladis,United States,"September 10, 2021",2021,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Bored with being the Lord of Hell the devil relocates to Los Angeles where he opens a nightclub and forms a connection with a homicide detective,
s84,Tv Show,Metal Shop Masters,unknown,JoKoy,unknown,"September 10, 2021",2021,TV-MA,1 Season,Reality TV,On this competition show a group of metal artists torch cut and weld epic badass creations from hardened steel Only one will win a 50000 prize,
s85,Movie,Omo Ghetto the Saga,JJC Skillz Funke Akindele,FunkeAkindeleAyoMakunChiomaChukwukaAkpothaYemiEberechiAladeBlossomChukwujekwuDeyemiOkanlawonAlexxEkuboZubbyMichaelTinaMbaFemiJacobs,Nigeria,"September 10, 2021",2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas",Twins are reunited as a goodhearted female gangster and her uptight rich sister take on family crime cops and all of the trouble that follows them,
s86,Tv Show,Pokmon Master Journeys The Series,unknown,IkueOtaniSarahNatochennyZenoRobinsonCheramiLeighJamesCarterCathcartMicheleKnotzRodgerParsonsRayChaseCaseyMongilloTaraSands,unknown,"September 10, 2021",2021,TV-Y7,1 Season,"Anime Series, Kids' TV",As Ash battles his way through the World Coronation Series Goh continues his quest to catch every Pokmon Together theyre on a journey to adventure,
s87,Movie,Prey,Thomas Sieben,DavidKrossHannoKofflerMariaEhrichRobertFinsterYungNgoKlausSteinbacherLiviaMatthesNellieThalbach,unknown,"September 10, 2021",2021,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter,
s88,Tv Show,Titipo Titipo,unknown,JeonHaeriKimEunahHongBumkiNamDohyeongUmSanghyun,unknown,"September 10, 2021",2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that hes got what it takes to help the folks of Train Village ride the rails safely and reliably,
s89,Movie,Blood Brothers Malcolm X  Muhammad Ali,Marcus Clarke,MalcolmXMuhammadAli,unknown,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies",From a chance meeting to a tragic fallout Malcolm X and Muhammad Alis extraordinary bond cracks under the weight of distrust and shifting ideals,
s90,Tv Show,Mighty Raju,unknown,JulieTejwaniSabinaMalikJignaBhardwajRupaBhimaniLalitAgarwalRajeshShuklaRajeshKava,unknown,"September 9, 2021",2017,TV-Y7,4 Seasons,Kids' TV,Born with superhuman abilities young Raju wants to use his powers to make the world a better place  but that will mean facing plenty of challenges,
s91,Movie,Paradise Hills,Alice Waddington,EmmaRobertsDanielleMacdonaldAwkwafinaEizaGonzlezMillaJovovichJeremyIrvineArnaudValoisDanielHorvath,"Spain, United States","September 9, 2021",2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers",Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies Thats bad enough but its real purpose is even worse,
s92,Movie,The Women and the Murderer,Mona Achache Patricia Tourancheau,unknown,France,"September 9, 2021",2021,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women a police chief and a victims mother,
s93,Tv Show,Into the Night,unknown,PaulineEtienneLaurentCapellutoStefanoCassettiMehmetKurtuluBabetidaSadjoJanBijvoetKsawerySzlenkierVincentLondezReginaBikkininaAlbaGaaKraghedeBellugiNabilMallat,Belgium,"September 8, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below,
s94,Movie,JJE,Alexis Almstrm,ElsahrnMustaphaAarabJonayPinedaSkallakMagnusKrepperLoreenAlbinGrenholmSimonMezherElsaBergstrmTerentJosefKadimYohannesFrezgi,unknown,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",Elisabeth and JohnJohn live in the same city but they inhabit different worlds Can a passionate first love break through class and cultural barriers,
s95,Movie,Show Dogs,Raja Gosnell,WillArnettLudacrisNatashaLyonneStanleyTucciJordinSparksGabrielIglesiasShaquilleONealOmarChaparroAlanCummingAndyBeckwithDeliaSheppardKerryShale,"United Kingdom, United States","September 8, 2021",2018,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale,
s96,Tv Show,The Circle,unknown,MichelleButeau,"United States, United Kingdom","September 8, 2021",2021,TV-MA,3 Seasons,Reality TV,Status and strategy collide in this social experiment and competition show where online players flirt befriend and catfish their way toward 100000,
s97,Movie,If I Leave Here Tomorrow A Film About Lynyrd Skynyrd,Stephen Kijak,RonnieVanZandtGaryRossingtonAllenCollinsLeonWilkesonBobBurnsBillyPowellEdKingArtimusPyleSteveGainesJohnnyVanZant,United States,"September 7, 2021",2018,TV-MA,97 min,"Documentaries, Music & Musicals",Using interviews and archival footage this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant,
s98,Tv Show,Kid Cosmic,unknown,JackFisherTomKennyAmandaCMillerKimYarbroughKeithFergusonGreyGriffinLilyRoseSilver,United States,"September 7, 2021",2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boys superhero dreams come true when he finds five powerful cosmic stones But saving the day is harder than he imagined  and he cant do it alone,
s99,Tv Show,Octonauts Above  Beyond,unknown,AntonioAakeelChipoChungSimonFosterTeresaGallagherSimonGreenallKateHarbourPaulPantingRobRackstrawWilliamVanderpuyeHelenWalshKeithWickhamAndresWilliamsJoWyatt,United Kingdom,"September 7, 2021",2021,TV-Y,1 Season,"British TV Shows, Kids' TV",The Octonauts expand their exploration beyond the sea and onto land With new rides and new friends theyll protect any habitats and animals at risk,
s100,Tv Show,On the Verge,unknown,JulieDelpyElisabethShueSarahJonesAlexiaLandeauMathieuDemyTroyGarityTimmSharpGiovanniRibisi,"France, United States","September 7, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas",Four women  a chef a single mom an heiress and a job seeker  dig into love and work with a generous side of midlife crises in prepandemic LA,
s101,Tv Show,Tobot Galaxy Detectives,unknown,AustinAbellTravisTurnerColeHowardAnnaCummerJesseInocallaBrianDobsonMichaelAdamthwaiteJosephGirgisCaitlynBairstow,unknown,"September 7, 2021",2019,TV-Y7,2 Seasons,Kids' TV,An intergalactic device transforms toy cars into robots the Tobots Working with friends to solve mysteries they protect the world from evil,
s102,Movie,Untold Breaking Point,Chapman Way Maclain Way,unknown,United States,"September 7, 2021",2021,TV-MA,80 min,"Documentaries, Sports Movies",Under pressure to continue a winning tradition in American tennis Mardy Fish faced mental health challenges that changed his life on and off the court,
s103,Tv Show,Countdown Inspiration4 Mission to Space,Jason Hehir,unknown,unknown,"September 6, 2021",2021,TV-14,1 Season,"Docuseries, Science & Nature TV",From training to launch to landing this allaccess docuseries rides along with the Inspiration4 crew on the first allcivilian orbital space mission,
s104,Movie,Shadow Parties,Yemi Amodu,JideKosokoOmotolaJaladeEkeindeYemiBlaqSolaSobowaleKenEricsToyinAimakhuSegunArinzeJibolaDaboRotimiSalamiPaJimiSolankeRachaelOkonkwoBasseyOkonLucienMorganMagdalenaKorpas,unknown,"September 6, 2021",2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a longrunning conflict between communities that pits relatives against each other amid attacks and reprisals,
s105,Tv Show,Tayo the Little Bus,unknown,RobynSladeKamiDesilets,South Korea,"September 6, 2021",2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",As they learn their routes around the busy city Tayo and his little bus friends discover new sights and go on exciting adventures every day,
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,AntonyVargheseReshmaRajanBinnyRinkyBenjaminVineethVishwamKichuTellusSreekanthDasanSarathKumarTitoWilsonAnandhuBittoDavisSinojVarghese,India,"September 5, 2021",2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas",After growing up amidst the gang wars of his hometown Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law,
s107,Tv Show,Bunkd,unknown,PeytonListKaranBrarSkaiJacksonMirandaMayKevinGQuinnNathanArenasNinaLu,United States,"September 5, 2021",2021,TV-G,5 Seasons,"Kids' TV, TV Comedies",The Ross siblings of Disneys hit series Jessie spend a summer full of fun and adventure at Maines Camp Kikiwaka where their parents first met,
s108,Movie,A Champion Heart,David de Vos,MandyGraceDaviddeVosDonnaRuschDevanKeyIsabellaMancusoArianaGuido,United States,"September 4, 2021",2018,G,90 min,"Children & Family Movies, Dramas",When a grieving teen must work off her debt to a ranch she cares for a wounded horse that teaches her more about healing than she expected,
s109,Tv Show,Dive Club,unknown,AubriIbragSanaaShaikMiahMaddenMercyCornwallGeorgiaMayDavisRyanHarrisonJoshHeustonAlexanderGrant,Australia,"September 3, 2021",2021,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows",On the shores of Cape Mercy a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing,
s110,Tv Show,La casa de papel,unknown,rsulaCorberItziarItuolvaroMortePacoTousEnriqueArcePedroAlonsoMaraPedrazaAlbaFloresMiguelHerrnJaimeLorenteEstherAceboDarkoPericKitiMnver,Spain,"September 3, 2021",2021,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan,
s111,Tv Show,Money Heist From Tokyo to Berlin,Luis Alfaro Javier Gmez Santander,unknown,unknown,"September 3, 2021",2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",The filmmakers and actors behind Money Heist characters like Tokyo and the Professor talk about the emotional artistic process of filming the series,
s112,Tv Show,Sharkdog,unknown,LiamMitchellDeeBradleyBakerGreyGriffinJoshMcDermittKariWahlgrenJudyAliceLeeAliMawji,"United States, Singapore","September 3, 2021",2021,TV-Y,1 Season,Kids' TV,Half shark half dog with a big heart and a belly full of fish sticks Together Sharkdog and his human pal Max can take on any silly or messy adventure,
s113,Movie,Worth,Sara Colangelo,MichaelKeatonStanleyTucciAmyRyanShunoriRamanathanAtoBlanksonWoodTateDonovanLauraBenantiChrisTardio,unknown,"September 3, 2021",2021,PG-13,119 min,Dramas,In the wake of the Sept 11 attacks a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost Based on real events,
s114,Movie,Afterlife of the Party,Stephen Herek,VictoriaJusticeMidoriFrancisRobynScottAdamGarciaTimothyRenoufGloriaGarciaMyfanwyWaringSpencerSutherland,unknown,"September 2, 2021",2021,TV-PG,110 min,"Comedies, Romantic Movies",Cassie lives to party until she dies in a freak accident Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings,
s115,Movie,Anjaam,Rahul Rawail,MadhuriDixitShahRukhKhanTinnuAnandJohnyLeverKalpanaIyerHimaniShivpuriSudhaChandranBeenaKiranKumar,India,"September 2, 2021",1994,TV-14,143 min,"Dramas, International Movies, Thrillers",A wealthy industrialists dangerous obsession with a flight attendant destroys her world until she takes matters into her own hands to exact revenge,
s116,Movie,Bright Star,Jane Campion,AbbieCornishBenWhishawPaulSchneiderKerryFoxEdieMartinThomasBrodieSangsterClaudieBlakleyGerardMonacoAntoniaCampbellHughesSamuelRoukin,"United Kingdom, Australia, France","September 2, 2021",2009,PG,119 min,"Dramas, Romantic Movies",This drama details the passionate threeyear romance between Romantic poet John Keats  who died tragically at age 25  and his great love and muse,
s117,Movie,Dhanak,Nagesh Kukunoor,KrrishChhabriaHetalGadaVipinSharmaGulfamKhanSureshMenonVijayMauryaRajivLakshmanNinadKamat,India,"September 2, 2021",2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",A movieloving 10yearold and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation,
s118,Movie,Final Account,Luke Holland,unknown,"United Kingdom, United States","September 2, 2021",2021,PG-13,94 min,Documentaries,This documentary stitches together neverbeforeseen interviews with the last living generation of people who participated in Hitlers Third Reich,
s119,Movie,Gurgaon,Shanker Raman,AkshayOberoiPankajTripathiRaginiKhannaAamirBashirShaliniVatsaAshishVerma,India,"September 2, 2021",2017,TV-14,106 min,"Dramas, International Movies, Thrillers",When the daughter of a wealthy family returns from college she gets a frosty welcome from her brother who has problems  and plans  of his own,
s120,Movie,Here and There,JP Habac,JanineGutierrezJCSantosVictorAnastacioYeshBurceLotlotDeLeon,unknown,"September 2, 2021",2020,TV-MA,99 min,"Dramas, International Movies, Romantic Movies",After meeting through a heated exchange on social media two people with different backgrounds begin an online romance in the midst of a pandemic,
